OtuName	Core	TotalRelativeabundance	TotalOcurrence	Relative.abundance.y1	Relative.abundance.y2	Relative.abundance.y3	Ocurrence.y1	Ocurrence.y2	Ocurrence.y3	Locus	size	Taxonomy	Kingdom	Phylum	Class	Order	Family	Genus	Species
Ftrad_Otu_00736	no	0.000164884	0.194174757	0.000178476	0.000321707	3.37E-07	0.390625	0.2	0.013888889	Ftrad	100	"k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Helotiales_fam_Incertae_sedis(100);f__Helotiales_fam_Incertae_sedis_unclassified(89);f__Helotiales_fam_Incertae_sedis_unclassified(89);"	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	f__Helotiales_fam_Incertae_sedis_unclassified	f__Helotiales_fam_Incertae_sedis_unclassified
Ftrad_Otu_00737	no	1.64E-05	0.111650485	1.54E-05	2.50E-05	9.00E-06	0.0625	0.214285714	0.055555556	Ftrad	100	"k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Polyporales(100);f__Xenasmataceae(100);f__Xenasmataceae_unclassified(100);f__Xenasmataceae_unclassified(100);"	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Xenasmataceae	f__Xenasmataceae_unclassified	f__Xenasmataceae_unclassified
Ftrad_Otu_00738	no	1.28E-05	0.033980583	1.55E-05	2.36E-05	0	0.046875	0.057142857	0	Ftrad	100	"k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Montagnulaceae(100);g__unclassified_Montagnulaceae(100);s__Montagnulaceae_sp(100);"	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Montagnulaceae	g__unclassified_Montagnulaceae	s__Montagnulaceae_sp
Ftrad_Otu_00739	no	1.99E-05	0.048543689	6.53E-06	1.84E-05	3.33E-05	0.078125	0.057142857	0.013888889	Ftrad	100	"k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Cantharellales(100);f__Cantharellales_fam_Incertae_sedis(100);g__Minimedusa(100);s__Minimedusa_sp(100);"	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Cantharellales_fam_Incertae_sedis	g__Minimedusa	s__Minimedusa_sp
Ftrad_Otu_00740	no	3.13E-05	0.140776699	1.96E-05	5.99E-05	1.37E-05	0.140625	0.057142857	0.222222222	Ftrad	100	"k__Rhizaria(94);p__Cercozoa(94);c__unclassified_Cercozoa(94);o__unclassified_Cercozoa(94);f__unclassified_Cercozoa(94);g__unclassified_Cercozoa(94);s__Cercozoa_sp(94);"	k__Rhizaria	p__Cercozoa	c__unclassified_Cercozoa	o__unclassified_Cercozoa	f__unclassified_Cercozoa	g__unclassified_Cercozoa	s__Cercozoa_sp
Ftrad_Otu_00741	no	1.64E-05	0.218446602	8.51E-07	2.14E-05	2.55E-05	0.046875	0.285714286	0.305555556	Ftrad	99	"k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);f__Bulleraceae(58);g__Bullera(58);s__Bullera_crocea(58);"	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleraceae	g__Bullera	s__Bullera_crocea
Ftrad_Otu_00742	no	2.47E-05	0.097087379	5.90E-05	1.63E-05	2.50E-06	0.265625	0.028571429	0.013888889	Ftrad	99	"k__Fungi(100);p__Mortierellomycota(100);c__Mortierellomycetes(100);o__Mortierellales(100);f__Mortierellaceae(100);g__Mortierella(100);g__Mortierella_unclassified(94);"	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	g__Mortierella_unclassified
Ftrad_Otu_00743	no	1.22E-05	0.053398058	3.84E-05	0	7.58E-07	0.15625	0	0.013888889	Ftrad	99	"k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);"	k__Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
Ftrad_Otu_00744	no	2.14E-05	0.029126214	6.00E-05	7.96E-06	0	0.046875	0.042857143	0	Ftrad	99	"k__Fungi(100);p__Basidiomycota(100);c__Microbotryomycetes(99);c__Microbotryomycetes_unclassified(99);c__Microbotryomycetes_unclassified(99);c__Microbotryomycetes_unclassified(99);c__Microbotryomycetes_unclassified(99);"	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	c__Microbotryomycetes_unclassified	c__Microbotryomycetes_unclassified	c__Microbotryomycetes_unclassified	c__Microbotryomycetes_unclassified
Ftrad_Otu_00745	no	1.08E-05	0.009708738	0	0	3.10E-05	0	0	0.027777778	Ftrad	99	"k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Agaricales(65);o__Agaricales_unclassified(65);o__Agaricales_unclassified(65);o__Agaricales_unclassified(65);"	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	o__Agaricales_unclassified	o__Agaricales_unclassified	o__Agaricales_unclassified
Ftrad_Otu_00748	no	3.72E-05	0.116504854	7.33E-05	7.52E-07	4.05E-05	0.109375	0.014285714	0.222222222	Ftrad	99	"k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);"	k__Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
Ftrad_Otu_00750	no	6.01E-05	0.09223301	2.92E-05	0.000125157	2.42E-05	0.078125	0.128571429	0.069444444	Ftrad	98	"k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Agaricales(100);f__Psathyrellaceae(100);g__Hormographiella(71);s__Hormographiella_aspergillata(71);"	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Psathyrellaceae	g__Hormographiella	s__Hormographiella_aspergillata
Ftrad_Otu_00751	no	2.66E-05	0.233009709	1.83E-05	3.74E-05	2.36E-05	0.0625	0.285714286	0.333333333	Ftrad	98	"k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);o__Tremellales_unclassified(57);o__Tremellales_unclassified(57);o__Tremellales_unclassified(57);"	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	o__Tremellales_unclassified	o__Tremellales_unclassified	o__Tremellales_unclassified
Ftrad_Otu_00752	no	1.13E-05	0.029126214	6.88E-06	3.05E-07	2.60E-05	0.015625	0.014285714	0.055555556	Ftrad	97	"k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Xylariales(100);f__Bartaliniaceae(100);g__Broomella(100);s__Broomella_vitalbae(100);"	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Bartaliniaceae	g__Broomella	s__Broomella_vitalbae
Ftrad_Otu_00753	no	1.15E-05	0.09223301	0	2.77E-05	6.00E-06	0	0.128571429	0.138888889	Ftrad	97	"k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);o__Tremellales_unclassified(100);o__Tremellales_unclassified(100);o__Tremellales_unclassified(100);"	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	o__Tremellales_unclassified	o__Tremellales_unclassified	o__Tremellales_unclassified
Ftrad_Otu_00754	no	2.67E-05	0.014563107	3.37E-05	4.79E-05	0	0.015625	0.028571429	0	Ftrad	97	"k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Leptosphaeriaceae(100);g__Plenodomus(100);s__Plenodomus_influorescens(100);"	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Leptosphaeriaceae	g__Plenodomus	s__Plenodomus_influorescens
Ftrad_Otu_00755	no	6.79E-05	0.116504854	9.66E-05	8.49E-05	2.60E-05	0.125	0.171428571	0.055555556	Ftrad	97	"k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Polyporales(100);f__Meruliaceae(100);g__Phlebia(100);s__Phlebia_tremellosa(100);"	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Meruliaceae	g__Phlebia	s__Phlebia_tremellosa
Ftrad_Otu_00756	no	1.54E-05	0.111650485	8.01E-06	1.44E-05	2.30E-05	0.0625	0.157142857	0.111111111	Ftrad	97	"k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Agaricales(100);f__Schizophyllaceae(100);g__Schizophyllum(100);g__Schizophyllum_unclassified(84);"	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Schizophyllaceae	g__Schizophyllum	g__Schizophyllum_unclassified
Ftrad_Otu_00757	no	1.21E-05	0.024271845	4.10E-06	3.18E-05	0	0.03125	0.042857143	0	Ftrad	96	"k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Myriangiales(100);f__Myriangiales_fam_Incertae_sedis(99);g__Endosporium(97);s__Endosporium_sp(97);"	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Myriangiales	f__Myriangiales_fam_Incertae_sedis	g__Endosporium	s__Endosporium_sp
Ftrad_Otu_00758	no	3.56E-05	0.067961165	9.73E-05	9.52E-06	6.00E-06	0.109375	0.071428571	0.027777778	Ftrad	96	"k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Helotiaceae(100);g__Hymenoscyphus(100);s__Hymenoscyphus_herbarum(100);"	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Hymenoscyphus	s__Hymenoscyphus_herbarum
Ftrad_Otu_00759	no	2.82E-05	0.082524272	5.26E-05	2.90E-05	5.60E-06	0.09375	0.085714286	0.069444444	Ftrad	96	"k__Fungi(100);p__Basidiomycota(100);c__Microbotryomycetes(100);c__Microbotryomycetes_unclassified(100);c__Microbotryomycetes_unclassified(100);c__Microbotryomycetes_unclassified(100);c__Microbotryomycetes_unclassified(100);"	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	c__Microbotryomycetes_unclassified	c__Microbotryomycetes_unclassified	c__Microbotryomycetes_unclassified	c__Microbotryomycetes_unclassified
Ftrad_Otu_00760	no	1.65E-05	0.004854369	0	0	4.73E-05	0	0	0.013888889	Ftrad	95	"k__Fungi(100);p__Ascomycota(100);c__Orbiliomycetes(98);o__Orbiliales(98);f__Orbiliaceae(98);g__Retiarius(98);s__Retiarius_sp(98);"	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae	g__Retiarius	s__Retiarius_sp
Ftrad_Otu_00761	no	1.64E-05	0.121359223	1.05E-05	7.88E-06	3.01E-05	0.09375	0.114285714	0.152777778	Ftrad	95	"k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Russulales(100);f__Bondarzewiaceae(100);g__Heterobasidion(99);s__Heterobasidion_abietinum(96);"	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Russulales	f__Bondarzewiaceae	g__Heterobasidion	s__Heterobasidion_abietinum
Ftrad_Otu_00762	no	2.78E-05	0.121359223	7.55E-05	8.32E-06	4.36E-06	0.234375	0.085714286	0.055555556	Ftrad	95	"k__Fungi(100);p__Basidiomycota(100);c__Agaricostilbomycetes(100);o__Agaricostilbales(100);f__Kondoaceae(100);f__Kondoaceae_unclassified(100);f__Kondoaceae_unclassified(100);"	k__Fungi	p__Basidiomycota	c__Agaricostilbomycetes	o__Agaricostilbales	f__Kondoaceae	f__Kondoaceae_unclassified	f__Kondoaceae_unclassified
Ftrad_Otu_00763	no	2.82E-05	0.126213592	5.03E-05	2.71E-05	9.55E-06	0.15625	0.157142857	0.069444444	Ftrad	95	"k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);f__Neodevriesiaceae(99);g__unclassified_Neodevriesiaceae(99);s__Neodevriesiaceae_sp(99);"	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Neodevriesiaceae	g__unclassified_Neodevriesiaceae	s__Neodevriesiaceae_sp
Ftrad_Otu_00764	no	1.46E-05	0.09223301	3.78E-05	1.10E-06	7.14E-06	0.1875	0.028571429	0.069444444	Ftrad	95	"k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Cucurbitariaceae(98);g__Pyrenochaeta(98);s__Pyrenochaeta_sp(98);"	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Pyrenochaeta	s__Pyrenochaeta_sp
Ftrad_Otu_00765	no	2.23E-05	0.072815534	2.61E-05	3.34E-05	8.23E-06	0.046875	0.128571429	0.041666667	Ftrad	95	"k__Fungi(100);p__Basidiomycota(99);c__Agaricostilbomycetes(99);o__Agaricostilbales(99);f__Kondoaceae(99);g__Kondoa(99);s__Kondoa_changbaiensis(99);"	k__Fungi	p__Basidiomycota	c__Agaricostilbomycetes	o__Agaricostilbales	f__Kondoaceae	g__Kondoa	s__Kondoa_changbaiensis
Ftrad_Otu_00766	no	2.18E-05	0.087378641	2.42E-05	3.79E-05	4.02E-06	0.078125	0.114285714	0.069444444	Ftrad	95	"k__Metazoa(100);p__Arthropoda(100);c__Insecta(100);o__Lepidoptera(100);f__Crambidae(100);g__Petrophila(100);s__Petrophila_incerta(100);"	k__Metazoa	p__Arthropoda	c__Insecta	o__Lepidoptera	f__Crambidae	g__Petrophila	s__Petrophila_incerta
Ftrad_Otu_00767	no	1.77E-05	0.087378641	2.72E-05	6.04E-06	2.06E-05	0.125	0.1	0.041666667	Ftrad	95	"k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Microascales(100);f__Microascales_fam_Incertae_sedis(100);g__Wardomyces(100);s__Wardomyces_ovalis(100);"	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Microascales	f__Microascales_fam_Incertae_sedis	g__Wardomyces	s__Wardomyces_ovalis
Ftrad_Otu_00769	no	1.46E-05	0.150485437	1.34E-05	1.49E-05	1.52E-05	0.09375	0.228571429	0.125	Ftrad	95	"k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Agaricales(100);f__Tricholomataceae(100);g__Arrhenia(100);g__Arrhenia_unclassified(100);"	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Tricholomataceae	g__Arrhenia	g__Arrhenia_unclassified
Ftrad_Otu_00771	no	3.68E-05	0.082524272	0.000105533	1.03E-05	1.54E-06	0.203125	0.042857143	0.013888889	Ftrad	94	"k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);"	k__Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
Ftrad_Otu_00772	no	1.68E-05	0.169902913	2.25E-05	1.64E-05	1.21E-05	0.140625	0.242857143	0.125	Ftrad	94	"k__Fungi(100);p__Basidiomycota(100);c__Cystobasidiomycetes(100);o__unclassified_Cystobasidiomycetes(100);f__unclassified_Cystobasidiomycetes(100);g__unclassified_Cystobasidiomycetes(100);s__Cystobasidiomycetes_sp(100);"	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	o__unclassified_Cystobasidiomycetes	f__unclassified_Cystobasidiomycetes	g__unclassified_Cystobasidiomycetes	s__Cystobasidiomycetes_sp
Ftrad_Otu_00773	no	1.99E-05	0.116504854	3.91E-05	1.19E-05	1.06E-05	0.09375	0.142857143	0.111111111	Ftrad	94	"k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Cantharellales(100);f__Cantharellales_fam_Incertae_sedis(100);g__Sistotrema(100);s__Sistotrema_oblongisporum(100);"	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Cantharellales_fam_Incertae_sedis	g__Sistotrema	s__Sistotrema_oblongisporum
Ftrad_Otu_00774	no	9.85E-06	0.009708738	7.42E-07	2.83E-05	0	0.015625	0.014285714	0	Ftrad	94	"k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Sordariales(100);f__Lasiosphaeriaceae(100);g__Cercophora(100);s__Cercophora_samala(100);"	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Cercophora	s__Cercophora_samala
Ftrad_Otu_00775	no	6.15E-05	0.09223301	0.00011594	6.49E-05	9.80E-06	0.09375	0.142857143	0.041666667	Ftrad	94	"k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Agaricales(100);f__Tricholomataceae(100);g__Lepista(100);s__Lepista_sordida(91);"	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Tricholomataceae	g__Lepista	s__Lepista_sordida
Ftrad_Otu_00776	no	3.74E-05	0.116504854	9.15E-06	8.26E-05	1.85E-05	0.0625	0.171428571	0.111111111	Ftrad	94	"k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Helotiales_fam_Incertae_sedis(100);g__Volucrispora(100);s__Volucrispora_graminea(100);"	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Volucrispora	s__Volucrispora_graminea
Ftrad_Otu_00777	no	1.73E-05	0.140776699	2.76E-05	7.02E-06	1.81E-05	0.140625	0.085714286	0.194444444	Ftrad	94	"k__Fungi(100);p__Rozellomycota(97);c__Rozellomycotina_cls_Incertae_sedis(97);o__GS08(97);f__unclassified_GS08(97);g__unclassified_GS08(97);s__GS08_sp(97);"	k__Fungi	p__Rozellomycota	c__Rozellomycotina_cls_Incertae_sedis	o__GS08	f__unclassified_GS08	g__unclassified_GS08	s__GS08_sp
Ftrad_Otu_00779	no	1.23E-05	0.058252427	3.54E-05	3.92E-06	0	0.15625	0.028571429	0	Ftrad	93	"k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Filobasidiales(100);f__Filobasidiaceae(100);g__Naganishia(100);g__Naganishia_unclassified(81);"	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Filobasidiales	f__Filobasidiaceae	g__Naganishia	g__Naganishia_unclassified
Ftrad_Otu_00781	no	1.48E-05	0.04368932	6.78E-06	3.71E-05	1.52E-07	0.046875	0.071428571	0.013888889	Ftrad	93	"k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Chaetomellaceae(100);g__Pilidium(100);s__Pilidium_concavum(94);"	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Chaetomellaceae	g__Pilidium	s__Pilidium_concavum
Ftrad_Otu_00784	no	2.21E-05	0.169902913	3.79E-05	1.05E-05	1.93E-05	0.25	0.114285714	0.152777778	Ftrad	92	"k__Fungi(99);k__Fungi_unclassified(89);k__Fungi_unclassified(89);k__Fungi_unclassified(89);k__Fungi_unclassified(89);k__Fungi_unclassified(89);k__Fungi_unclassified(89);"	k__Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
Ftrad_Otu_00785	no	1.15E-05	0.087378641	4.82E-06	2.31E-05	6.26E-06	0.015625	0.171428571	0.069444444	Ftrad	92	"k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Russulales(100);f__Peniophoraceae(100);g__Peniophora(100);s__Peniophora_rufomarginata(60);"	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Russulales	f__Peniophoraceae	g__Peniophora	s__Peniophora_rufomarginata
Ftrad_Otu_00786	no	3.54E-05	0.067961165	8.84E-05	1.79E-05	5.23E-06	0.0625	0.071428571	0.069444444	Ftrad	92	"k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Didymellaceae(100);g__Phomatodes(100);s__Phomatodes_nebulosa(96);"	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae	g__Phomatodes	s__Phomatodes_nebulosa
Ftrad_Otu_00787	no	0.000113028	0.067961165	0.000222907	0.000107497	2.07E-05	0.109375	0.042857143	0.055555556	Ftrad	91	"k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Agaricales(100);f__Strophariaceae(100);g__Hypholoma(100);s__Hypholoma_dispersum(100);"	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Strophariaceae	g__Hypholoma	s__Hypholoma_dispersum
Ftrad_Otu_00788	no	1.84E-05	0.237864078	8.48E-06	2.51E-05	2.07E-05	0.0625	0.371428571	0.263888889	Ftrad	91	"k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);o__Tremellales_unclassified(100);o__Tremellales_unclassified(100);o__Tremellales_unclassified(100);"	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	o__Tremellales_unclassified	o__Tremellales_unclassified	o__Tremellales_unclassified
Ftrad_Otu_00789	no	1.96E-05	0.014563107	3.49E-05	1.04E-06	2.40E-05	0.015625	0.014285714	0.013888889	Ftrad	91	"k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(99);p__Ascomycota_unclassified(99);p__Ascomycota_unclassified(99);p__Ascomycota_unclassified(99);p__Ascomycota_unclassified(99);"	k__Fungi	p__Ascomycota	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified
Ftrad_Otu_00790	no	1.29E-05	0.048543689	3.60E-05	0	4.91E-06	0.09375	0	0.055555556	Ftrad	91	"k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);f__Bulleribasidiaceae(100);g__Hannaella(100);s__Hannaella_coprosmae(100);"	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Hannaella	s__Hannaella_coprosmae
Ftrad_Otu_00791	no	1.24E-05	0.101941748	2.38E-05	1.03E-05	4.28E-06	0.109375	0.128571429	0.069444444	Ftrad	91	"k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Helotiaceae(100);g__Hymenoscyphus(100);g__Hymenoscyphus_unclassified(76);"	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Hymenoscyphus	g__Hymenoscyphus_unclassified
Ftrad_Otu_00792	no	1.22E-05	0.004854369	3.91E-05	0	0	0.015625	0	0	Ftrad	91	"k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Sporormiaceae(100);g__Sparticola(100);s__Sparticola_junci(100);"	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Sporormiaceae	g__Sparticola	s__Sparticola_junci
Ftrad_Otu_00793	no	1.78E-05	0.223300971	1.15E-05	1.38E-05	2.74E-05	0.09375	0.257142857	0.305555556	Ftrad	90	"k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);f__Bulleraceae(58);g__Bullera(58);s__Bullera_crocea(58);"	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleraceae	g__Bullera	s__Bullera_crocea
Ftrad_Otu_00795	no	1.14E-05	0.13592233	1.08E-05	2.18E-05	1.73E-06	0.125	0.228571429	0.055555556	Ftrad	90	"k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);f__Bulleribasidiaceae(100);g__Dioszegia(100);g__Dioszegia_unclassified(99);"	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Dioszegia	g__Dioszegia_unclassified
Ftrad_Otu_00796	no	1.57E-05	0.237864078	5.79E-06	2.61E-05	1.45E-05	0.078125	0.328571429	0.291666667	Ftrad	90	"k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);f__Bulleraceae(87);g__Bullera(87);s__Bullera_crocea(87);"	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleraceae	g__Bullera	s__Bullera_crocea
Ftrad_Otu_00797	no	9.24E-06	0.053398058	1.96E-05	3.22E-06	5.88E-06	0.09375	0.014285714	0.055555556	Ftrad	90	"k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Phaeosphaeriaceae(100);g__Neosetophoma(100);s__Neosetophoma_sp(100);"	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Neosetophoma	s__Neosetophoma_sp
Ftrad_Otu_00798	no	0.000187307	0.087378641	0.000552036	3.85E-05	7.73E-06	0.09375	0.1	0.069444444	Ftrad	90	"k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Agaricales(100);f__Psathyrellaceae(100);g__Psathyrella(100);s__Psathyrella_piluliformis(100);"	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Psathyrellaceae	g__Psathyrella	s__Psathyrella_piluliformis
Ftrad_Otu_00799	no	1.56E-05	0.27184466	1.40E-05	1.33E-05	1.94E-05	0.1875	0.285714286	0.333333333	Ftrad	90	"k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);f__Bulleraceae(96);g__Bullera(96);s__Bullera_crocea(96);"	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleraceae	g__Bullera	s__Bullera_crocea
Ftrad_Otu_00800	no	1.40E-05	0.126213592	2.21E-05	8.02E-07	1.96E-05	0.140625	0.028571429	0.208333333	Ftrad	89	"k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);"	k__Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
Ftrad_Otu_00801	no	2.36E-05	0.126213592	6.57E-06	6.07E-05	2.62E-06	0.0625	0.285714286	0.027777778	Ftrad	89	"k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Xylariales(100);f__Xylariales_fam_Incertae_sedis(100);g__Robillarda(100);s__Robillarda_sessilis(100);"	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Xylariales_fam_Incertae_sedis	g__Robillarda	s__Robillarda_sessilis
Ftrad_Otu_00803	no	0.000114645	0.106796117	0.000218306	0.000134203	3.49E-06	0.109375	0.171428571	0.041666667	Ftrad	89	"k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Agaricales(100);f__Strophariaceae(100);g__Galerina(100);s__Galerina_laevis(100);"	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Strophariaceae	g__Galerina	s__Galerina_laevis
Ftrad_Otu_00804	no	2.69E-05	0.101941748	5.88E-05	1.35E-05	1.18E-05	0.09375	0.1	0.111111111	Ftrad	88	"k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Atheliales(100);f__Atheliaceae(100);g__Fibulomyces(100);s__Fibulomyces_mutabilis(100);"	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Atheliales	f__Atheliaceae	g__Fibulomyces	s__Fibulomyces_mutabilis
